1.587142737614549270e+00,2.100000000000000000e+02
1.589308973801905722e+00,2.100500000000000114e+02
1.591477146113758678e+00,2.101000000000000227e+02
1.593647255142957464e+00,2.101500000000000341e+02
1.595819301481734787e+00,2.102000000000000455e+02
1.597993285721708734e+00,2.102500000000000568e+02
1.600169208453881442e+00,2.103000000000000682e+02
1.602347070268637541e+00,2.103500000000000796e+02
1.604526871755748152e+00,2.104000000000000909e+02
1.606708613504366667e+00,2.104500000000001023e+02
1.608892296103031860e+00,2.105000000000001137e+02
1.611077920139666331e+00,2.105500000000001251e+02
1.613265486201576504e+00,2.106000000000001364e+02
1.615454994875454631e+00,2.106500000000001478e+02
1.617646446747375677e+00,2.107000000000001592e+02
1.619839842402799546e+00,2.107500000000001705e+02
1.622035182426570632e+00,2.108000000000001819e+02
1.624232467402917601e+00,2.108500000000001933e+02
1.626431697915452723e+00,2.109000000000002046e+02
1.628632874547174980e+00,2.109500000000002160e+02
1.630835997880465404e+00,2.110000000000002274e+02
1.633041068497090631e+00,2.110500000000002387e+02
1.635248086978202231e+00,2.111000000000002501e+02
1.637457053904335158e+00,2.111500000000002615e+02
1.639667969855410634e+00,2.112000000000002728e+02
1.641880835410732820e+00,2.112500000000002842e+02
1.644095651148992143e+00,2.113000000000002956e+02
1.646312417648262416e+00,2.113500000000003070e+02
1.648531135486002386e+00,2.114000000000003183e+02
1.650751805239057068e+00,2.114500000000003297e+02
1.652974427483654418e+00,2.115000000000003411e+02
1.655199002795407770e+00,2.115500000000003524e+02
1.657425531749316283e+00,2.116000000000003638e+02
1.659654014919762943e+00,2.116500000000003752e+02
1.661884452880516339e+00,2.117000000000003865e+02
1.664116846204730216e+00,2.117500000000003979e+02
1.666351195464942592e+00,2.118000000000004093e+02
1.668587501233077308e+00,2.118500000000004206e+02
1.670825764080443143e+00,2.119000000000004320e+02
1.673065984577733589e+00,2.119500000000004434e+02
1.675308163295028185e+00,2.120000000000004547e+02
1.677552300801791185e+00,2.120500000000004661e+02
1.679798397666872889e+00,2.121000000000004775e+02
1.682046454458507867e+00,2.121500000000004889e+02
1.684296471744316737e+00,2.122000000000005002e+02
1.686548450091305940e+00,2.122500000000005116e+02
1.688802390065865966e+00,2.123000000000005230e+02
1.691058292233774685e+00,2.123500000000005343e+02
1.693316157160194901e+00,2.124000000000005457e+02
1.695575985409674136e+00,2.124500000000005571e+02
1.697837777546146398e+00,2.125000000000005684e+02
1.700101534132932857e+00,2.125500000000005798e+02
1.702367255732737394e+00,2.126000000000005912e+02
1.704634942907652384e+00,2.126500000000006025e+02
1.706904596219154469e+00,2.127000000000006139e+02
1.709176216228107892e+00,2.127500000000006253e+02
1.711449803494760946e+00,2.128000000000006366e+02
1.713725358578749303e+00,2.128500000000006480e+02
1.716002882039094679e+00,2.129000000000006594e+02
1.718282374434204396e+00,2.129500000000006708e+02
1.720563836321872708e+00,2.130000000000006821e+02
1.722847268259279918e+00,2.130500000000006935e+02
1.725132670802991930e+00,2.131000000000007049e+02
1.727420044508962471e+00,2.131500000000007162e+02
1.729709389932530206e+00,2.132000000000007276e+02
1.732000707628421177e+00,2.132500000000007390e+02
1.734293998150748584e+00,2.133000000000007503e+02
1.736589262053011229e+00,2.133500000000007617e+02
1.738886499888094406e+00,2.134000000000007731e+02
1.741185712208271674e+00,2.134500000000007844e+02
1.743486899565202419e+00,2.135000000000007958e+02
1.745790062509932294e+00,2.135500000000008072e+02
1.748095201592894998e+00,2.136000000000008185e+02
1.750402317363911386e+00,2.136500000000008299e+02
1.752711410372188583e+00,2.137000000000008413e+02
1.755022481166321091e+00,2.137500000000008527e+02
1.757335530294291015e+00,2.138000000000008640e+02
1.759650558303467172e+00,2.138500000000008754e+02
1.761967565740606201e+00,2.139000000000008868e+02
1.764286553151852566e+00,2.139500000000008981e+02
1.766607521082736776e+00,2.140000000000009095e+02
1.768930470078178052e+00,2.140500000000009209e+02
1.771255400682483216e+00,2.141000000000009322e+02
1.773582313439346692e+00,2.141500000000009436e+02
1.775911208891850057e+00,2.142000000000009550e+02
1.778242087582464048e+00,2.142500000000009663e+02
1.780574950053046335e+00,2.143000000000009777e+02
1.782909796844841743e+00,2.143500000000009891e+02
1.785246628498486032e+00,2.144000000000010004e+02
1.787585445553999008e+00,2.144500000000010118e+02
1.789926248550792964e+00,2.145000000000010232e+02
1.792269038027665351e+00,2.145500000000010346e+02
1.794613814522803885e+00,2.146000000000010459e+02
1.796960578573783662e+00,2.146500000000010573e+02
1.799309330717567823e+00,2.147000000000010687e+02
1.801660071490509551e+00,2.147500000000010800e+02
1.804012801428350743e+00,2.148000000000010914e+02
1.806367521066220228e+00,2.148500000000011028e+02
1.808724230938636879e+00,2.149000000000011141e+02
1.811082931579509836e+00,2.149500000000011255e+02
1.813443623522133619e+00,2.150000000000011369e+02
1.815806307299195677e+00,2.150500000000011482e+02
1.818170983442770394e+00,2.151000000000011596e+02
1.820537652484322200e+00,2.151500000000011710e+02
1.822906314954704232e+00,2.152000000000011823e+02
1.825276971384159452e+00,2.152500000000011937e+02
1.827649622302320198e+00,2.153000000000012051e+02
1.830024268238209517e+00,2.153500000000012164e+02
1.832400909720238280e+00,2.154000000000012278e+02
1.834779547276207845e+00,2.154500000000012392e+02
1.837160181433309836e+00,2.155000000000012506e+02
1.839542812718125031e+00,2.155500000000012619e+02
1.841927441656625586e+00,2.156000000000012733e+02
1.844314068774171478e+00,2.156500000000012847e+02
1.846702694595515615e+00,2.157000000000012960e+02
1.849093319644799172e+00,2.157500000000013074e+02
1.851485944445554255e+00,2.158000000000013188e+02
1.853880569520704125e+00,2.158500000000013301e+02
1.856277195392560531e+00,2.159000000000013415e+02
1.858675822582829040e+00,2.159500000000013529e+02
1.861076451612603488e+00,2.160000000000013642e+02
1.863479083002369530e+00,2.160500000000013756e+02
1.865883717272003084e+00,2.161000000000013870e+02
1.868290354940772113e+00,2.161500000000013983e+02
1.870698996527334623e+00,2.162000000000014097e+02
1.873109642549741327e+00,2.162500000000014211e+02
1.875522293525432094e+00,2.163000000000014325e+02
1.877936949971239944e+00,2.163500000000014438e+02
1.880353612403388386e+00,2.164000000000014552e+02
1.882772281337493858e+00,2.164500000000014666e+02
1.885192957288562621e+00,2.165000000000014779e+02
1.887615640770994530e+00,2.165500000000014893e+02
1.890040332298579706e+00,2.166000000000015007e+02
1.892467032384501868e+00,2.166500000000015120e+02
1.894895741541334999e+00,2.167000000000015234e+02
1.897326460281047789e+00,2.167500000000015348e+02
1.899759189114998525e+00,2.168000000000015461e+02
1.902193928553939983e+00,2.168500000000015575e+02
1.904630679108015867e+00,2.169000000000015689e+02
1.907069441286763700e+00,2.169500000000015802e+02
1.909510215599113270e+00,2.170000000000015916e+02
1.911953002553386627e+00,2.170500000000016030e+02
1.914397802657300085e+00,2.171000000000016144e+02
1.916844616417961777e+00,2.171500000000016257e+02
1.919293444341873212e+00,2.172000000000016371e+02
1.921744286934929047e+00,2.172500000000016485e+02
1.924197144702417983e+00,2.173000000000016598e+02
1.926652018149021206e+00,2.173500000000016712e+02
1.929108907778814608e+00,2.174000000000016826e+02
1.931567814095267011e+00,2.174500000000016939e+02
1.934028737601240833e+00,2.175000000000017053e+02
1.936491678798992755e+00,2.175500000000017167e+02
1.938956638190173498e+00,2.176000000000017280e+02
1.941423616275827380e+00,2.176500000000017394e+02
1.943892613556393423e+00,2.177000000000017508e+02
1.946363630531705136e+00,2.177500000000017621e+02
1.948836667700990510e+00,2.178000000000017735e+02
1.951311725562871358e+00,2.178500000000017849e+02
1.953788804615364194e+00,2.179000000000017963e+02
1.956267905355881576e+00,2.179500000000018076e+02
1.958749028281229876e+00,2.180000000000018190e+02
1.961232173887610841e+00,2.180500000000018304e+02
1.963717342670620702e+00,2.181000000000018417e+02
1.966204535125251507e+00,2.181500000000018531e+02
1.968693751745891118e+00,2.182000000000018645e+02
1.971184993026322996e+00,2.182500000000018758e+02
