117
2035
1531
2233
1514
2197
1775
95
1493
1342
1951
1672
1587
1945
1568
1577
1471
106
121
1156
1673
1062
69
1162
2157
876
818
1154
47
502
1619
59
1815
1949
428
1805
2040
2212
601
919
943
1858
1632
1052
2083
1366
1229
1236
381
1885
363
1111
1344
2137
24
64
1674
468
1550
1938
276
1827
1565
1051
1349
586
1933
2125
2119
2307
2107
1566
1681
603
2126
1160
1877
1689
1693
2037
713
1610
1692
1943
2003
1894
815
950
1292
2181
1256
1500
846
1687
1773
1047
900
1946
1919
1564
1217
85
1054
120
435
859
1512
575
403
2176
1664
826
2009
728
2131
1825
2139
623
1392
240
1953
1029
2288
1935
1864
560
2262
2272
2108
718
748
2217
1098
895
1834
1070
1714
376
326
324
1259
1608
2015
878
1578
1910
1708
2010
1408
2163
2032
2174
1698
2136
2138
2001
309
571
2283
2128
1743
2224
2144
921
1347
960
1263
2070
1438
1470
1375
1459
1703
1649
1654
1460
2296
1850
2273
1468
1225
1336
1745
1656
1476
55
1581
362
442
2208
2110
503
2186
708
1979
2250
2042
1982
1950
1290
