1.591518244621962674e+00,2.100000000000000000e+02
1.593685701030572277e+00,2.100500000000000114e+02
1.595855087197284083e+00,2.101000000000000227e+02
1.598026403703968201e+00,2.101500000000000341e+02
1.600199651131877898e+00,2.102000000000000455e+02
1.602374830061646938e+00,2.102500000000000568e+02
1.604551941073292243e+00,2.103000000000000682e+02
1.606730984746215452e+00,2.103500000000000796e+02
1.608911961659197587e+00,2.104000000000000909e+02
1.611094872390404387e+00,2.104500000000001023e+02
1.613279717517383194e+00,2.105000000000001137e+02
1.615466497617064734e+00,2.105500000000001251e+02
1.617655213265762226e+00,2.106000000000001364e+02
1.619845865039170496e+00,2.106500000000001478e+02
1.622038453512369083e+00,2.107000000000001592e+02
1.624232979259819132e+00,2.107500000000001705e+02
1.626429442855364726e+00,2.108000000000001819e+02
1.628627844872232888e+00,2.108500000000001933e+02
1.630828185883033576e+00,2.109000000000002046e+02
1.633030466459759911e+00,2.109500000000002160e+02
1.635234687173788171e+00,2.110000000000002274e+02
1.637440848595876686e+00,2.110500000000002387e+02
1.639648951296168278e+00,2.111000000000002501e+02
1.641858995844187374e+00,2.111500000000002615e+02
1.644070982808842896e+00,2.112000000000002728e+02
1.646284912758426255e+00,2.112500000000002842e+02
1.648500786260611584e+00,2.113000000000002956e+02
1.650718603882458391e+00,2.113500000000003070e+02
1.652938366190407793e+00,2.114000000000003183e+02
1.655160073750283622e+00,2.114500000000003297e+02
1.657383727127295092e+00,2.115000000000003411e+02
1.659609326886033687e+00,2.115500000000003524e+02
1.661836873590474273e+00,2.116000000000003638e+02
1.664066367803976654e+00,2.116500000000003752e+02
1.666297810089282461e+00,2.117000000000003865e+02
1.668531201008518261e+00,2.117500000000003979e+02
1.670766541123194004e+00,2.118000000000004093e+02
1.673003830994202357e+00,2.118500000000004206e+02
1.675243071181822474e+00,2.119000000000004320e+02
1.677484262245714675e+00,2.119500000000004434e+02
1.679727404744924657e+00,2.120000000000004547e+02
1.681972499237881502e+00,2.120500000000004661e+02
1.684219546282397895e+00,2.121000000000004775e+02
1.686468546435672122e+00,2.121500000000004889e+02
1.688719500254285855e+00,2.122000000000005002e+02
1.690972408294204588e+00,2.122500000000005116e+02
1.693227271110778087e+00,2.123000000000005230e+02
1.695484089258741722e+00,2.123500000000005343e+02
1.697742863292213134e+00,2.124000000000005457e+02
1.700003593764695120e+00,2.124500000000005571e+02
1.702266281229076750e+00,2.125000000000005684e+02
1.704530926237630029e+00,2.125500000000005798e+02
1.706797529342011011e+00,2.126000000000005912e+02
1.709066091093261575e+00,2.126500000000006025e+02
1.711336612041808536e+00,2.127000000000006139e+02
1.713609092737463202e+00,2.127500000000006253e+02
1.715883533729419597e+00,2.128000000000006366e+02
1.718159935566260899e+00,2.128500000000006480e+02
1.720438298795951892e+00,2.129000000000006594e+02
1.722718623965843854e+00,2.129500000000006708e+02
1.725000911622672994e+00,2.130000000000006821e+02
1.727285162312560018e+00,2.130500000000006935e+02
